predicted,actual
5642.43,5549
60508.0,60508
45883.0,45883
57017.0,57017
2492.87,2477
52063.0,52063
6071.54,6067
5941.03,5293
3999.13,3916
53203.53,51457
5184.72,5177
4675.12,4556
8735.06,8803
8067.93,11403
6102.35,6128
5721.57,5708
5369.93,5871
4249.26,3389
3000.0,3000
6792.0,6568
61131.94,60396
10646.6425,11664
15481.95,17473
57367.63,56588
60149.11,61127
3336.0,3336
45168.08,44144
4043.14,4071
9286.68,7026
13261.19,11803
6366.35,6296
49886.65,49553
4165.0,4165
3460.32,2836
56635.87,54777
48689.22,51707
5791.9,5337
3728.77,3987
5273.98,6133
13460.54,16866
9561.02,10090
6248.78,11831
5616.19,5177
55983.0,55983
6912.971666666667,6892
53448.6,53499
6452.87,6133
51156.92,50271
6200.83,6464
4652.37,4648
2476.0,2476
1714.0,1714
11205.695,10680
55873.74666666667,54777
44143.83,44081
56525.45,51817
58615.0,58111
3932.19,3916
49583.08,49553
5067.16,5060
3033.75,3633
4821.01,4796
5677.02,5496
3910.1366666666663,4027
5291.99,5292
4822.69,5070
10865.17,10418
7664.48,7395
4625.66,4748
10925.29,11383
5365.49,10903
4005.49,2861
1947.226666666667,1714
5908.04,5894
1796.26,1776
58062.12,57081
17458.96,18879
4450.0,4387
65676.04,62045
48769.2,48079
2203.0,2203
51560.52,50361
52373.91,52287
14143.5,14154
1806.004,1776
4370.9,4387
3607.53,3551
5241.98,4544
20760.0,20760
72018.81,66108
4530.66,4612
62522.12,61933
5838.75,5817
6562.83,6444
6397.72,6294
49553.0,49553
55446.38,80544
2927.916666666666,2361
61620.2,60713
37985.0,43697
37594.0,37594
4786.89,4515
5879.39,6630
73266.59,84820
4577.4,3980
60973.3,60978
5899.27,5954
72849.45,66928
6229.67,6473
6319.72,6195
51954.52,51875
6806.64,7221
12067.32,11919
3409.06,2051
2649.1,2477
4532.36,3862
13572.15,14014
4687.0,4687
10766.688333333335,10809
60606.65,51707
3393.0,3393
12387.64,17243
4276.48,4048
3853.59,3831
49643.08,49613
4247.12,4086
11027.9,11319
67795.88,67601
57355.24,54777
4026.11,3987
4661.0,4496
49628.04,49613
4382.43,4039
4338.46,4893
12731.41,11488
6474.1,6461
5772.0,5772
12377.0,12658
8290.21,7584
5822.1,5772
5105.06,4357
4641.17,4637
51621.2,76756
16656.1,13083
8375.33,8322
5971.38,5103
49725.0,49725
28510.0,28510
5194.48,5400
66123.96,68191
3941.55,3961
49151.0,49151
6732.0,6711
5075.79,5102
40159.45,39610
11829.07,11843
56955.36,56702
65529.0,65529
3141.78,3090
12378.05,12408
7432.17,7518
4525.08,4266
3585.62,3423
5614.85,6711
52392.0,52392
6306.27,6339
6450.0,6450
4667.71,4740
62762.355,62591
5075.24,4028
55379.0,62729
5656.0,5656
4872.43,5152
71031.12333333334,72125
3306.77,3127
49725.0,49725
6294.91,3243
49682.71,49553
69613.34,69515
59134.73,71117
6424.93,6542
78799.45333333332,74981
5603.81,5805
7487.63,7489
59021.0,59021
4290.57,4249
6439.5,6432
3773.78,4105
12030.86,14150
3535.44,3467
4672.06,4672
6624.54,5954
6567.15,6578
58477.62,51270
63933.38,61516
3148.56,2836
2376.22,2208
5244.03,5103
2339.0,2339
46206.02,45995
4531.68,4453
38099.0,38099
5588.59,7519
47126.53,45257
6886.415,7352
10006.35,16612
4244.0,4173
55407.17,55377
51056.02,50361
55983.0,55983
3551.45,5535
13065.38,11283
14121.033333333333,13706
13888.82,16098
5502.45,4262
64960.78,60555
7576.76,7487
3436.3,3153
8111.0,8111
24122.0,24122
6049.8,6132
31622.0,31622
2040.47,1998
4173.39,3584
60841.14,60978
4896.0,4896
7358.09,7352
2410.0,2410
6027.5,5441
58878.08,55502
12513.1,10849
4546.76,3015
5441.0,5441
63826.54,61873
10189.95,10248
6067.0,6067
54751.86,62625
3472.0,3471
4621.07,3945
6201.28,6186
68694.38,47686
5052.1,4096
4142.665,5264
5575.12,6207
41064.0,41064
2495.89,2750
43799.75,41281
13875.063166666665,11522
44385.52,44405
6450.0,6450
7033.94,6747
3721.89,3457
54608.0,54608
4461.73,3153
3928.97,4211
4453.99,4454
7521.24,7420
54045.05,63889
6069.75,5934
4581.44,4439
3573.923333333333,3754
45781.46,45257
46107.76,45257
67001.07,70793
42521.0,42521
8357.02,5293
45693.0,45693
4244.68,4099
45434.12,42521
47511.25,47395
58311.6,63277
3107.11,2750
2409.29,2410
49545.2,36980
5232.34,5177
56136.25,53835
2339.87,2336
43394.51,42521
68679.687,51817
4903.41,4856
49725.0,49725
6327.37,11400
72313.72,57990
4500.0,4500
7207.49,4007
4548.555,4541
11847.79,12166
8256.99,8063
5575.55,4704
4446.04,4439
61880.36,61597
49553.0,49553
12608.26,12474
10683.97,10648
12575.16,12389
67316.0,76808
50271.0,50271
1575.04,1551
6251.96,3671
8038.03,8534
2328.3,2050
52063.0,52063
6254.1,7096
2888.83,3467
3970.51,3574
6346.79,6487
3932.45,5916
4411.69,9324
59696.33,69065
29776.77333333333,29992
12043.47,14355
3534.0,3471
62446.382666666665,67094
3289.94,7530
69355.26,84028
7269.3166666666675,7212
4754.21,4755
6372.15,5037
5187.32,4979
65756.67,70300
6517.4,6893
6396.5,6489
74765.6,74844
38099.0,38099
6118.18,5565
5979.48,5937
7843.3,7774
58489.0,66077
6626.35,6568
4417.0,4417
9940.43,11205
3575.5,3604
15788.8325,15668
4993.39,4933
1720.29,1714
3868.02,3729
11347.15,10608
4436.1,4426
4304.15,4453
6363.92,6488
5489.2,5467
1776.0,1776
2684.36,2665
4549.88,4499
5105.99,4939
4017.36,3989
66480.43,72730
5162.46,4656
41064.0,41064
9137.26,8251
65018.357333333326,82113
9741.0,7412
53405.83,51817
9242.56,7484
45883.0,45883
47584.84,47585
2513.08,2276
4829.04,4086
11554.55,11691
5594.4675,7157
80566.0,80566
44280.0,44280
6167.38,6186
54760.88,60508
4369.51,4348
3752.7,3720
10660.97,10796
60588.38,60260
4800.05,3844
11542.06,10324
11366.47,12389
2616.78,2621
8215.07,7411
58315.0,58315
67249.93666666666,64285
64003.61,75161
12332.49,15720
14132.63,14154
59964.0,60160
52863.76,53209
45614.75,53198
6313.24,6319
4406.1,4452
7963.09,7774
22140.0,22140
6999.77,7021
3051.88,2124
9803.97,9779
7044.19,6353
8032.14,8112
73034.12,73369
61520.71,61049
52272.6,51875
51595.0,51595
7917.07,7433
52063.0,52063
7085.16,7135
12802.86,13947
2464.0,2464
51697.0,51697
66880.84,65529
80324.28,75537
64879.06,58125
2036.04,2564
17589.52,26943
55348.14,55377
4912.0,4912
5756.39,5875
39980.05,39847
7184.75,6878
10189.05,9735
6234.15,6489
4452.0,4452
4038.99,3916
13807.5475,17925
70620.49,72268
71649.23,69739
5190.32,5135
53183.0,52175
44030.31,43865
5341.9,5339
2410.0,2410
5402.48,5519
6386.39,5726
61319.24,60365
10560.98,9879
55002.12,53209
2410.0,2410
12473.06,11069
5974.04,5954
60346.21,63889
3034.56,3012
6376.47,6437
7444.95,7425
5675.7,5253
3911.18,3862
65588.415,62188
4111.0,4111
4020.0,4020
5472.14,6601
31545.03,29094
5976.57,5960
4505.87,4502
38099.0,41974
45936.5,45805
12561.89,11553
45046.62,42521
8029.51,7249
5206.0,5206
3539.13,3625
61067.6,60978
51584.81,51384
8006.09,8134
3495.0,3571
5904.34,6308
2983.45,5728
58334.79,68474
51595.0,51595
50969.0,50969
6092.07,6122
8098.36,7352
3393.0,3393
7116.72,6968
3971.508666666667,3401
22152.0,22152
39499.0,39499
3096.0,3096
6464.95,6200
6205.08,5894
49896.0,49896
75969.88,57057
5416.46,5232
3330.0,3330
4709.08,4617
4591.956571428572,4537
4102.04,4380
3173.89,3185
4647.74,6256
73121.07,78913
5549.47,5145
4762.6,5144
56424.69,56476
57340.37,55377
12421.055,14642
60978.0,60978
7586.64,8050
4638.99,4417
63281.48,79069
38564.0,38099
4476.56,4491
10330.17,6353
60967.0,51457
54045.64,61889
4201.08,6028
62114.44,61933
37985.0,37985
8682.938333333334,8119
66531.38,72065
56992.02,52175
42521.0,42521
1830.0,1830
13749.78,13588
2443.12,2409
12704.37,8148
3999.02,3999
44583.0,44583
6152.13,5267
13991.08,13168
5351.57,5279
44672.164000000004,44280
4681.42,4555
7381.73,7145
6736.74,6821
6377.01,5954
6240.61,4732
2479.15,2476
6668.9,6461
43376.0,43376
50456.58,49613
57549.19,56588
6113.38,7178
6509.65,6578
7766.07,7575
54728.61,54777
2120.49,2050
1761.68,1694
6071.6,6067
9103.32,9799
49725.0,49725
5632.9,5656
12472.82,11448
9283.84,6951
3064.8,2994
51563.5,48851
11591.89,11389
10175.67,9299
10559.47,9828
6271.65,6172
5365.09,5100
1604.0,1604
4129.06,4111
6127.47,5632
1868.58,1105
77827.29,87060
59893.55,60396
6311.0,6311
16551.4,16548
34807.68,39888
5355.19,5042
56588.0,56588
5976.4,5949
12234.18,12138
3990.42,3988
7787.81,6977
4127.9,3855
55508.5,51384
5790.21,5771
6502.67,7263
56588.0,56588
6698.42,5724
53792.074,37985
6109.0,6109
12263.07,11844
3091.21,3100
37879.15,36565
47585.0,47585
58075.81,57920
16277.331666666667,16212
2105.0,2105
11442.98,15232
7008.97,8386
51556.53,51707
4592.26,4499
1949.55,1106
4161.98,4130
4672.0,4672
6558.83,4417
14027.71,13944
58164.81,54896
7723.43,8778
6988.2325,6489
50205.4,50271
5067.25,4732
12972.47,13095
51707.0,51707
5526.34,5886
2959.52,3013
41064.0,41064
12040.94,10961
2745.76,2700
68009.0,72125
7194.225,6956
44546.0,44546
62318.36,54896
3407.84,3393
10207.37,10018
4484.59,4964
3169.4,3090
8191.95,6489
4163.14,4095
51345.0,51345
5257.96,5232
14352.13,11928
20000.0,20000
5509.88,8352
6380.98,5230
3998.96,5561
60422.12,60365
72629.08,69244
2339.0,2339
14624.47,11307
5118.84,5102
5840.921333333333,4956
42809.4,42765
66063.0,66063
4296.72,4294
23898.0,23898
58408.64,53512
62004.38,68415
20684.0,20684
5102.42,4979
50271.0,50271
55730.92,55377
44144.0,44144
5722.75,5805
8813.55,7804
56476.0,56476
5250.63,5219
20684.0,20684
7295.95,6997
6729.57,8048
2975.74,2966
9011.82,6489
11023.14,11205
4840.83,5452
4509.45,4663
4111.0,4111
50271.0,50271
53209.0,53209
13796.61,14364
18298.35,21483
69168.0,69168
15231.51,15794
4510.69,4500
4421.35,4414
5441.0,5441
3405.48,3371
6218.49,5943
4173.0,4173
52175.0,52175
6143.43,5810
3867.73,7110
42171.49,40593
51697.0,51697
3085.09,1998
9067.4,8062
4887.96,5489
38097.86,38099
42649.64,42457
29315.52,27864
5930.13,7110
60517.38,60508
9937.16,9840
60667.32,60978
67063.14,67004
4569.5,4496
52433.15,51707
2855.92,2410
51707.0,51707
3875.98,3756
51595.0,51595
43376.0,43376
47485.47,47545
6532.52,6490
16198.93,17514
4163.93,6035
5771.89,5772
5513.45,5499
15834.82,22271
3288.34,3282
12556.798333333332,16204
5615.55,5930
2228.0,2228
7884.06,8888
3752.43,4094
53878.34,54306
9490.2705,8988
9705.28,9668
57453.0,57453
4508.3,4502
2178.72,2230
60175.32,60260
10736.89,8064
55617.23,55502
8114.15,8111
5905.44,4755
59142.74,59306
5043.93,4284
38043.26,37985
8214.53,7584
69323.52,69244
59806.69366666667,59108
62258.82,61873
6183.73,6256
4363.56,4337
67654.76,65529
65089.44,60232
8958.27,8875
36577.0,36577
4161.55,4389
4462.28,4294
6366.256666666666,6489
5915.9,5283
8719.0,8719
7067.18,7135
60644.61,57081
2458.12,2410
11270.98,12183
5312.38,4930
54608.0,54608
11761.42,11508
67207.08,62045
41101.0,41101
49177.0,49177
5496.55,4663
5557.21,7240
54363.9,53835
14692.16,11853
4240.35,4202
54211.33,53164
54841.0,62793
72771.82,62121
22140.0,22140
12403.39,12054
50183.4,47585
13749.926666666664,9222
7907.44,8307
4379.42,4359
53209.0,53209
62617.0,62617
4010.7,3999
17843.38,5102
7585.74,6795
12389.71,12978
8066.015,8112
6341.26,6489
3137.88,3090
7814.0,7877
54608.0,54608
6021.36,5955
9164.37,9303
7391.72,6590
10680.0,10680
5738.13,5810
1105.0,1105
33266.992,32923
41775.77,40843
5974.68,5888
61933.0,69885
5048.11,5274
4239.4,4209
6229.63,6075
4938.32,4755
10515.72,9904
37985.0,37985
5837.74,5790
6189.39,6476
7058.97,6932
69337.0,67769
49725.0,49725
8143.65,14418
2742.0,2723
49613.0,49613
45883.0,45883
4516.26,4496
8043.72,8003
62057.32,69885
56590.0,56590
49067.72,48851
6455.03,6623
66244.68,65529
7638.12,6461
2339.0,2339
3104.2925,2835
13305.11,23951
16641.51,18386
1790.8,1694
4420.06,3959
5249.85,5232
57184.4,53186
78636.96,70431
5433.59,5390
15833.82,13524
6167.0,10301
8008.55,7877
6309.96,8111
52287.0,52287
7802.47,7192
69963.2,69168
6927.696666666667,6765
54841.0,54841
9551.28,9105
5441.0,5441
53494.0,60260
9765.66,9723
56588.0,56588
4041.99,4020
54726.274000000005,52287
32923.0,32923
5230.95,4728
12400.7,13713
49778.44,49613
5821.28,5823
9406.452000000001,8988
2192.66,2105
61426.2,61583
55197.0,53209
64840.52,62045
62583.82,60508
46659.27,47585
52287.0,52287
54689.18,65942
7692.0,7692
64421.5,67130
6180.3,5949
7958.0,7958
55094.74,53071
42387.33,42457
6608.416666666668,6578
7229.07,6717
7545.55,9767
11476.98,12033
6767.84,5828
54684.0,54684
22151.88,22152
9383.06,9887
13940.63,16276
14070.15,15134
69948.5,79069
5410.83,5441
6067.0,6067
41346.75,41281
9347.25,7373
4126.7,4111
5868.21,5632
49613.0,49613
57180.69,55502
12330.26,11508
6977.35,7175
4859.79,4792
62911.66,57565
56702.0,56702
4417.7,5178
8511.9,6844
54608.0,54608
4157.81,4867
2370.68,2339
36763.0,36763
51101.96,51117
4319.63,4566
56141.81,55983
5697.02,5145
5235.3,5040
6074.5,5817
3090.0,3090
4107.35,3980
30808.0,24234
5530.32,6078
3167.56,2835
8989.38,16210
7573.44,7576
52603.17,54668
45070.763333333336,44069
4500.0,4500
45629.74,45371
44326.35,41269
11712.37,11739
6162.105,4793
5146.55,6200
41113.0,41113
1917.72,1890
6595.85,6568
13339.53,14150
7021.0,7021
5820.81,5734
64385.13750000001,67094
12378.64,11675
10712.55,10680
54841.0,54841
49643.08,49613
10102.89,8043
45883.0,45883
39555.0,39555
50271.0,50271
10759.95,7269
10038.63,12920
4607.58,4541
14861.0,14861
6548.17,7157
4151.06,4251
66079.24,63725
9508.7,7053
6450.0,6450
52063.0,52063
4507.3,4499
53937.0,61889
5786.15,5507
23424.0,23424
38043.0,38043
9766.103333333334,9178
14085.69,13318
7464.75,7424
3320.9,4285
55842.02,55502
3544.27,4112
4747.57,4453
4500.0,4500
49748.52,49553
74607.72,67769
6177.65,6172
8719.0,8719
7441.81,7425
5271.5405,5093
10725.92,10593
4308.85,6118
52063.0,52063
2440.09,2410
5173.57,4827
6417.61,6487
65259.825,60508
2225.19,2105
52287.0,52287
4491.81,4385
4348.05,4262
67673.64,67004
65043.16,64831
5263.34,5232
4028.0,4028
73830.03,70588
70040.24,49553
61567.81,60978
2342.26,2339
7114.86,6542
5948.74,5881
55981.8,55377
48506.31,47408
10633.3655,8260
44280.0,44280
10351.588333333333,13615
12121.59,14008
3984.91,3762
44144.0,57169
7191.91,6487
39803.22,39847
62617.0,62617
60251.84,60160
57941.02,62793
71999.81,77196
35558.675,32923
10369.81,10018
60465.56,60260
1616.16,1604
47373.84,47657
7331.37,7425
60288.95,58315
52417.34333333334,50409
12403.55,13386
1682.97,1551
6727.41,6363
11219.35,13264
6534.23,8007
65218.23,65309
11052.615,11205
4496.0,4496
4404.9,4433
2077.78,2056
62928.68,58125
5867.496666666666,4202
6596.59,6584
7217.2,7221
2978.6,2966
4041.36,4326
5999.33,5915
57147.48,57017
57076.92,54777
42521.0,42521
52191.72,63441
4470.0,4500
7234.28,7761
3901.3,4231
5810.87,5670
11257.86,11205
5949.09,6723
7173.27,5177
2831.25,2836
2234.01,1694
3606.42,2750
6765.19,6578
2138.77,2098
17604.0,17604
2427.76,2414
45259.01,45185
5322.0,5322
62464.4,60365
67004.0,67004
2081.16,1998
7297.96,7412
3589.8,3266
4168.17,4007
4711.65,2074
49725.0,49725
60102.86,60260
5737.23,5697
56588.0,56588
41426.79,41269
6067.0,6067
56653.75,56588
60260.0,60260
3703.63,3090
12460.843,12408
7216.77,7221
6984.95,7708
20000.0,20000
7895.28,10826
10202.45,9277
5274.91,5293
6734.04,8039
5820.16,5938
2100.06,2050
60978.0,60978
4847.16,4896
39622.0,39622
17043.83,16593
4470.04,4452
1570.339,1105
20760.0,20760
6837.52,7054
70548.12,72339
6774.19,6488
42449.9,41281
4059.08,4028
12026.58,11928
51776.52,51697
3553.56,3574
6918.42,8930
74539.82,74844
6355.69,6042
60332.52,60365
10179.61,9945
4687.0,4687
12171.89,13276
5433.43,4784
4184.28,4204
7212.0,7212
5253.5,5033
5036.94,4368
45693.0,45693
60396.0,60396
6291.12,6389
2278.0,2278
6208.13,5942
3231.35,3175
4454.32,4556
8438.0,8134
7891.87,12530
18700.38,15032
2276.2,1694
52287.0,52287
6673.17,5880
3836.01,3465
6113.1,6122
3281.24,2815
70666.2,79461
6785.67,5368
53396.72,51372
1910.89,1755
5543.76,6481
2124.0,2124
1788.18,1822
59914.49,51819
51537.74,51707
56312.9,59306
5274.19,5037
8289.45,7709
4545.41,3860
49033.63416666666,63277
3416.03,3393
4610.51,5314
11260.31,15822
76212.68,76505
6287.0,6287
37986.14,37985
8005.98,5632
55896.42,62067
17889.61,21903
27928.533333333336,22140
7762.0,7762
45672.0,45672
9786.638,9884
6032.0,6032
14811.09,15058
5827.31,5894
3334.0,3334
4665.14,4556
12396.66,12468
60487.35,67473
58693.2835,51817
2336.0,2336
6437.75,6296
14165.7,14014
5895.7,5915
8364.67,9178
7010.83,6181
10018.92,7530
5955.85,5949
6788.84,6461
6201.8791666666675,5949
5971.833333333334,5949
39321.0,39321
5254.12,4417
5656.0,5656
50420.21,51384
2349.36,1998
4704.62,4156
10225.47,9840
5773.67,6633
3352.02,3330
6664.08,7352
61933.0,61933
54777.0,54777
49508.54,48851
56635.02,56588
49177.0,49177
54608.0,54608
4201.71,4122
52063.0,52063
5235.6,5177
39321.0,39321
4352.41,4348
5541.86,6097
12933.7,13054
68909.03,61873
66443.24,60365
12933.77,13386
45257.0,45257
4299.21,4281
2339.0,2339
61726.68,69459
6205.15,5949
60396.0,60396
4150.16,4736
8060.08,10890
1839.98,1830
6649.64,6350
2203.0,2203
6216.43,5178
10705.32,8896
12874.41,13611
2938.81,6690
5552.39,4672
3909.16,3916
4773.37,4556
41623.3,41652
5377.06,5102
5596.89,6461
60396.0,60396
11361.25,11319
56051.57,53499
68342.59,72425
70392.04,67769
4865.15,4792
4936.62,4793
5999.93,5937
3610.72,3223
64293.44,87746
19160.18,24803
5366.67,5291
6477.5,6461
4888.7,4963
7412.0,7412
3560.8179999999998,4272
4914.125,8391
3886.68,2410
10493.57,9945
4364.04,4554
39499.0,39499
8170.725,7119
6397.54,5071
59541.345,55983
4729.8,4757
56918.2,50271
54896.0,54896
3930.16,3916
50122.05,49725
47586.0,47586
7037.18,12990
3140.88,2836
7641.3,7999
61860.84,63163
4585.41,4071
65782.66,62045
3926.16,4020
3862.01,3862
8108.55,8112
6462.9375,2300
18102.09,17989
2261.73,2250
5186.76,5179
5680.54,5333
5886.34,5177
69399.31,67137
5241.2,5523
44436.0,34982
2411.64,2410
64405.4,56991
33152.74,32859
5951.1,5949
64105.8,64173
7786.28,7584
59827.0,58315
44797.04,44863
2999.94,2336
76669.23999999998,67497
3875.37,3869
2124.08,2124
33165.28,32923
7631.92,7513
6432.25,6432
49773.85,41269
4841.73,5159
5322.0,5322
54763.52,54684
4552.53,4416
4363.0,4363
5949.0,5949
13707.16,13095
44280.0,44280
41335.25,41064
67769.0,67769
53292.92,53209
45693.0,45693
78616.83733333333,67141
9382.28,9371
50969.0,50969
6227.49,5418
55239.86,57920
63233.99,62045
66152.99,62045
39655.0,39622
54337.2,61899
2366.95,2228
14528.9,9840
7287.07,7249
76152.70666666667,67141
64285.0,64285
8378.41,5177
4336.4825,4272
2228.0,2228
3896.55,3302
2463.455,2339
12781.37,11931
6147.75,6181
6015.963333333334,6032
3026.22,8703
4540.14,4348
55983.0,55983
44519.56,44280
44280.0,44280
9914.37,9840
13202.17,14074
59929.0,59929
4425.78,4359
8868.31,8118
68239.77571428572,77120
7975.73,7950
2821.59,2836
1879.5,1830
6395.77,6395
9417.793,5942
4928.6725,5241
5618.76,5178
3121.33,5955
62500.66666666667,67004
12461.63,10783
2228.0,2228
9193.03,8260
15466.95,11310
81485.6,81284
6066.76,5950
13055.91,10018
49553.0,49553
4952.92,4792
7916.8,7877
4079.06,4028
3168.275,3962
13938.45,15603
3795.85,3551
6036.86,5954
5780.35,5465
16648.63,14880
9022.87,10143
4322.69,4445
3221.789166666667,4439
6615.12,7157
6338.18,6191
2477.0,2477
6010.216666666666,6015
3927.92,3574
53926.37,53152
49613.0,49613
2124.0,2124
3526.0,3471
43323.91,38099
6581.71,4169
5156.89,5595
5729.41,5178
27976.0,27976
52175.0,52175
4030.683333333334,4028
4306.83,4297
2791.52,3129
49568.04,49553
13280.68,8568
5561.8,5906
52291.57,58282
5004.17,4979
5591.82,5918
5473.87,4368
4542.4,4779
5299.27,5177
60891.09,60978
14145.34,15268
59317.78,59254
4784.95,4781
7984.46,5507
2934.94,2737
6392.38,6727
11759.546833333334,11739
5860.6,5433
8250.92,8017
58873.22,74480
15868.9,20360
3014.0,3014
53665.14,51707
12607.15,13103
45257.0,45257
62044.36,61873
6473.7,6437
64803.5,64173
5441.0,5441
2533.33,2516
4296.27,4247
3176.8,3611
4488.23,2339
13847.0,12453
3689.51,4019
40329.3,39847
8064.47,7806
13702.85,14552
4272.35,2723
4348.11,4262
12170.39,12408
9898.0975,9840
15271.09,11310
5266.0,4807
7111.08,6031
4977.8,4969
6067.2,6067
6098.43,6082
6177.85,4862
53037.54,53152
6009.0,6009
4037.76,3633
4293.1,4263
54017.11,54684
8111.0,8111
56306.89,55502
6294.32,7342
62690.46,60508
6711.45,6765
4462.79,4524
4565.84,4500
15230.222833333331,15728
56702.0,56702
4896.0,4896
69312.99,69244
6241.0,6640
48099.0,45995
5094.93,4977
11962.13,11205
4027.62,3999
53020.5,56590
10531.0,10058
2468.23,2410
6817.43,6776
17604.0,17604
4863.5,4977
64553.52,71058
56590.0,56590
6843.9,8805
13936.85,11069
37288.0,34460
1655.46,1654
6147.65,7159
66804.8,66928
60258.51,80544
52618.11,51457
5945.88,5892
5620.16,5337
3363.3,3672
7768.32,10138
64399.24,64285
68656.85333333333,70543
7013.82,6909
3201.35,3623
7740.94,8235
3716.2,4262
7090.68,6708
9254.76,11108
6547.61,5953
2201.0,2201
4616.85,4809
5136.62,4453
5313.84,6510
8296.09,5569
31982.0,31982
4097.72,3831
5559.39,4945
56762.91,56702
4519.89,5101
9002.68,12171
24122.0,24122
52287.0,52287
71658.48,67004
61404.0,61404
3805.1,3393
4500.0,4500
24066.96,23944
6039.75,5960
79349.0,79349
3356.16,3194
4586.92,4359
7558.56,8579
7915.68,7904
59033.0,59033
6282.47,6319
64134.92,64173
6367.08,3220
21899.658333333336,22788
38444.58,48478
53895.7,53152
38995.07,43811
66922.4,66928
87307.03,74127
62550.16,66928
4380.82,4173
49923.88,47545
12023.33,12138
1443.0,1443
57939.0,57939
57305.24,59033
5540.33,5545
6027.220166666669,6015
2923.41,2836
6250.21,6082
12007.42,11691
43865.0,43865
15277.21,14524
7144.86,7474
7122.35,7106
61787.88,55377
58438.6,58125
52651.04666666667,41064
2476.0,2476
60518.96,60396
81194.78,70655
61583.0,61583
57453.0,57453
41314.0,41314
4697.02,4672
4519.75,4499
55007.5,51457
4344.24,4656
61470.26,62891
6153.09,6200
4832.22,4338
56936.36,62729
37244.0,37244
3958.93,4007
54009.17,53364
2096.02,2074
3462.64,3236
2700.0,2700
4366.5,4068
5636.43,6600
7242.79,6786
5045.68,7237
17270.89,10921
8251.7,8321
13075.36,11739
5853.71,5281
4452.0,4452
6396.07,6489
6067.0,6067
55000.04,54841
3442.32,3393
5957.4,5949
7258.88,6296
57428.98,57081
6389.85,6395
7926.85,7900
5312.01,3994
60338.93,60260
7134.24,7196
67654.09,57057
6488.0,6488
52392.0,52392
23944.0,23944
1718.84,1694
6711.0,6711
6333.63,6502
21022.371999999996,19670
6028.965499999999,6015
3636.84,3090
5773.07,12223
43877.25,41281
59537.0,59537
6516.79,6489
61883.72,64173
44144.0,44144
7115.54,7126
57052.52,61649
5051.66,5060
5999.46,6093
4513.05,4453
8121.5,8111
10157.1,10260
3653.79,5918
5617.05,5619
1113.91,1105
7492.15,7594
54608.0,54608
4498.0,4498
11889.96,12611
40479.92,41281
7773.98,7982
45257.0,45257
6292.0,6292
9500.79,7412
6131.0,6131
8127.49,7774
15470.34,16108
3170.85,3072
10482.77,9146
52216.3,49613
61378.4,59367
8960.075238095238,8899
69528.52,67769
68016.2,66928
56885.04,57939
8335.95,10478
57075.98,65033
7581.3,7575
6601.46,6568
89353.46,89729
4493.6,4544
49884.0,49884
5140.02,5404
4601.29,4098
4390.36,4055
51095.11,51595
39281.04,30092
10510.83,12855
5570.49,5539
12262.39,8885
6376.28,6489
6423.23,6395
4896.0,4896
8176.59,7950
90856.1,92193
51035.56,50969
2340.7333333333336,2339
62045.0,62045
11306.51,12170
2442.14,2409
7238.6975,10088
5728.01,4637
5606.0,5606
8949.73,6111
4111.0,4111
6057.95,6238
10458.45,11854
35586.0,35586
5606.18,5231
6832.76,6488
62991.46,56588
8717.84,8719
4440.27,4809
4496.0,4496
60508.0,60508
4970.73,4496
4502.0,4502
5865.1,6240
7575.0,7575
5394.97,3916
4399.08,4593
12055.46,11488
11027.22,11205
28510.0,28510
4767.6,4755
4379.34,4663
22628.34,19564
2420.6079999999997,2343
5460.15,5800
6288.6,5293
51817.0,51817
69539.84,69168
6060.33,5720
23484.0,23484
56643.96,51875
5189.6,5456
7590.41,7919
45693.0,45693
3408.42,3450
2437.74,3105
4965.66,4663
54454.24,53743
42809.4,42765
47679.43,39610
6664.0,6568
11868.8,11448
5954.7,5955
14381.42,14734
8111.0,8111
6341.96,6444
6322.76,6292
3869.02,4007
41064.0,41064
5862.74,5771
6103.04,5603
81597.53,93200
10390.87,9201
7280.29,7317
2709.963333333333,2568
66086.35,66155
5873.09,5818
6793.6,7050
63464.57,59827
4349.21,3999
4506.5,4496
9998.55,9840
12205.84,7774
7758.53,7763
81076.6,64831
57992.0,57992
7928.19,6488
59174.92,57057
4469.2,4284
7470.42,6488
10413.8,19849
7315.0525,7164
6342.71,6437
49231.71,50473
54870.17,54115
2730.2,2480
5553.2,7654
51903.91,51817
69168.0,69168
5622.85,5299
11830.35,6490
41064.0,41064
7027.61,6763
1630.16,1551
45089.36,39321
38988.72,51496
49725.0,49725
55095.96,55087
48851.0,48851
5962.44,5954
44144.0,44144
14826.85,14954
50739.23,49613
9891.22,9378
5303.0,5303
62687.24,61873
16019.34,16212
45693.0,45693
6230.85,6082
56769.22,51457
40632.55,38043
8262.33,8116
4101.43,3802
44280.0,44280
59929.0,59929
67624.01,67004
13210.71,15291
2493.0,2477
7960.08,7978
14064.41,14014
7024.45,7089
53152.0,53152
5894.73,5915
5889.96,5892
6067.0,6067
4110.88,4111
24582.15,33401
2809.54,3001
11696.53,10680
8049.27,8029
5899.26,5881
3139.39,3611
5610.71,5227
61878.49,78870
56476.0,56476
6850.21,7072
3159.43,2723
60396.0,60396
57558.94,53152
40447.0,40447
4066.71,3603
8456.45,6443
62019.24,62045
4863.2255,4367
